'id','clazz','costrmb','description','model_code','month_year','part_number','plant','price_list_region','series_code','std_opt','currency_currency'
210785,Class 5 BT,0.0,Key Switch Start with Interlock (Australia),RS 45-31 CH 921,2023-08-01,AKSSWI,Maximal,Hyster Aust,A921,'',AUD
210786,Class 5 BT,43430.331,Pneumatic Radial Slick Spare Drive Wheel - Goodyear EV-5S / 18.00-R25,RS 45-31 CH 921,2023-08-01,DTS1R2,Maximal,Hyster Aust,A921,'',AUD
210787,Class 5 BT,42131.8065,Pneumatic Radial Slick Spare Steer Wheel - Goodyear EV-4S / 18.00-R25,RS 45-31 CH 921,2023-08-01,STS1R2,Maximal,Hyster Aust,A921,'',AUD
210788,Class 5 BT,34133.7675,Pneumatic Bias Ply Slick Spare Wheel - Bridgestone STMS / 18.00-25 40PR,RS 45-31 CH 921,2023-08-01,DTS12S,Maximal,Hyster Aust,A921,'',AUD
210789,Class 5 BT,26138.007,Pneumatic Bias Ply Spare Wheel - Goodyear ELV-4B / 18.00-25 40PR,RS 45-31 CH 921,2023-08-01,DS18GY,Maximal,Hyster Aust,A921,'',AUD
210790,Class 5 BT,19212.8475,Pneumatic Bias Ply Spare Wheel - Continental CraneMaster E3 / 18.00-25 40PR,RS 45-31 CH 921,2023-08-01,DS18P3,Maximal,Hyster Aust,A921,'',AUD
210791,Class 5 BT,21040.425,Pneumatic Bias Ply Spare Wheel - Continental ContainerMaster E4 / 18.00-25 40PR,RS 45-31 CH 921,2023-08-01,DS18P4,Maximal,Hyster Aust,A921,'',AUD
210792,Class 5 BT,614.9469,Hyster Tracker Wireless Access HID Prox Card Reader,RS 45-31 CH 921,2023-08-01,HAHIDN,Maximal,Hyster Aust,A921,'',AUD
210793,Class 5 BT,1145.6849,Hyster Tracker Wireless Access iClass MiFare Prox Card Reader,RS 45-31 CH 921,2023-08-01,HAICLN,Maximal,Hyster Aust,A921,'',AUD
210794,Class 5 BT,703.5879,Hyster Tracker Wireless Access ISO Prox Card Reader,RS 45-31 CH 921,2023-08-01,HAISON,Maximal,Hyster Aust,A921,'',AUD
210795,Class 5 BT,2274.3508,Hyster Tracker Wireless Verification,RS 45-31 CH 921,2023-08-01,HTWVNP,Maximal,Hyster Aust,A921,'',AUD
210796,Class 5 BT,0.0,Hyster Tracker Wireless Monitoring - Wifi,RS 45-31 CH 921,2023-08-01,HMWIFN,Maximal,Hyster Aust,A921,'',AUD
210797,Class 5 BT,2511.6,Full Sliding Cab 2600mm from the back,RS 45-31 CH 921,2023-08-01,FSC102,Maximal,Hyster Aust,A921,'',AUD
210798,Class 5 BT,10283.3115,Tyre Pressure Monitoring System,RS 45-31 CH 921,2023-08-01,TPMONS,Maximal,Hyster Aust,A921,'',AUD
210799,Class 5 BT,105.525,Tire Pressure Warning Labels,RS 45-31 CH 921,2023-08-01,TPWRLB,Maximal,Hyster Aust,A921,'',AUD
210800,Class 5 BT,597.252,'4 HP LED Work Lights on Front Boom / 2 HP LED Work Lights on Rear Boom / 4 HP LED Drive Lights on Front Fenders / 2 LED Rearward Cluster with Stop, Tail and Reverse Lights / Directional Lights on Front Fender and Rear ClusterÂ -CE',RS 45-31 CH 921,2023-08-01,L4242H,Maximal,Hyster Aust,A921,'',AUD
210801,Class 5 BT,597.252,'4 HP LED Work Lights on Front Boom / 2 HP LED Work Lights on Rear Boom / 4 HP LED Drive Lights on Front Fenders / 1 LED Engine Comp Light / 2 LED Rearward Cluster with Stop, Tail and Reverse Lights / Directional Lights on Front Fender and Rear Cluster -CE',RS 45-31 CH 921,2023-08-01,L42ECH,Maximal,Hyster Aust,A921,'',AUD
210802,Class 5 BT,795.2146,Level 1 (Cell) - 36 Months Telematic Communication and Access Fee,RS 45-31 CH 921,2023-08-01,TCL136,Maximal,Hyster Aust,A921,'',AUD
210803,Class 5 BT,803.3322,'36 Months Telematic Communication and Access Fee',RS 45-31 CH 921,2023-08-01,TWL136,Maximal,Hyster Aust,A921,'',AUD
210804,Class 5 BT,1380.7273,'36 Months Telematic Communication and Access Fee',RS 45-31 CH 921,2023-08-01,TWL236,Maximal,Hyster Aust,A921,'',AUD
210805,Class 5 BT,1366.7751,Level 2 (Cell) - 36 Months Telematic Communication and Access Fee,RS 45-31 CH 921,2023-08-01,TCL236,Maximal,Hyster Aust,A921,'',AUD
210806,Class 5 BT,2008.3306,'36 Months Telematic Communication and Access Fee',RS 45-31 CH 921,2023-08-01,TWL336,Maximal,Hyster Aust,A921,'',AUD
210807,Class 5 BT,1988.0365,Level 3 (Cell) - 36 Months Telematic Communication and Access Fee,RS 45-31 CH 921,2023-08-01,TCL336,Maximal,Hyster Aust,A921,'',AUD
210808,Class 5 BT,1004.1653,'48 Months Telematic Communication and Access Fee',RS 45-31 CH 921,2023-08-01,TWL148,Maximal,Hyster Aust,A921,'',AUD
210809,Class 5 BT,994.0182,Level 1 (Cell) - 48 Months Telematic Communication and Access Fee,RS 45-31 CH 921,2023-08-01,TCL148,Maximal,Hyster Aust,A921,'',AUD
210810,Class 5 BT,1857.7058,'48 Months Telematic Communication and Access Fee',RS 45-31 CH 921,2023-08-01,TWL248,Maximal,Hyster Aust,A921,'',AUD
210811,Class 5 BT,1838.9337,Level 2 (Cell) - 48 Months Telematic Communication and Access Fee,RS 45-31 CH 921,2023-08-01,TCL248,Maximal,Hyster Aust,A921,'',AUD
210812,Class 5 BT,2661.038,'48 Months Telematic Communication and Access Fee',RS 45-31 CH 921,2023-08-01,TWL348,Maximal,Hyster Aust,A921,'',AUD
210813,Class 5 BT,2634.1483,Level 3 (Cell) - 48 Months Telematic Communication and Access Fee,RS 45-31 CH 921,2023-08-01,TCL348,Maximal,Hyster Aust,A921,'',AUD
210814,Class 5 BT,1280.3107,'60 Months Telematic Communication and Access Fee',RS 45-31 CH 921,2023-08-01,TWL160,Maximal,Hyster Aust,A921,'',AUD
210815,Class 5 BT,1267.3732,Level 1 (Cell) - 60 Months Telematic Communication and Access Fee,RS 45-31 CH 921,2023-08-01,TCL160,Maximal,Hyster Aust,A921,'',AUD
210816,Class 5 BT,2334.6843,'60 Months Telematic Communication and Access Fee',RS 45-31 CH 921,2023-08-01,TWL260,Maximal,Hyster Aust,A921,'',AUD
210817,Class 5 BT,2311.0924,Level 2 (Cell) - 60 Months Telematic Communication and Access Fee,RS 45-31 CH 921,2023-08-01,TCL260,Maximal,Hyster Aust,A921,'',AUD
210818,Class 5 BT,3338.8496,'60 Months Telematic Communication and Access Fee',RS 45-31 CH 921,2023-08-01,TWL360,Maximal,Hyster Aust,A921,'',AUD
210819,Class 5 BT,3305.1106,Level 3 (Cell) - 60 Months Telematic Communication and Access Fee,RS 45-31 CH 921,2023-08-01,TCL360,Maximal,Hyster Aust,A921,'',AUD
210820,Class 5 BT,1531.3521,'72 Months Telematic Communication and Access Fee',RS 45-31 CH 921,2023-08-01,TWL172,Maximal,Hyster Aust,A921,'',AUD
210821,Class 5 BT,1515.8778,Level 1 (Cell) - 72 Months Telematic Communication and Access Fee,RS 45-31 CH 921,2023-08-01,TCL172,Maximal,Hyster Aust,A921,'',AUD
210822,Class 5 BT,2761.4545,'72 Months Telematic Communication and Access Fee',RS 45-31 CH 921,2023-08-01,TWL272,Maximal,Hyster Aust,A921,'',AUD
210823,Class 5 BT,2733.5501,Level 2 (Cell) - 72 Months Telematic Communication and Access Fee,RS 45-31 CH 921,2023-08-01,TCL272,Maximal,Hyster Aust,A921,'',AUD
210824,Class 5 BT,4016.6611,'72 Months Telematic Communication and Access Fee',RS 45-31 CH 921,2023-08-01,TWL372,Maximal,Hyster Aust,A921,'',AUD
210825,Class 5 BT,3976.0729,Level 3 (Cell) - 72 Months Telematic Communication and Access Fee,RS 45-31 CH 921,2023-08-01,TCL372,Maximal,Hyster Aust,A921,'',AUD
210826,Class 5 BT,1807.4975,'84 Months Telematic Communication and Access Fee',RS 45-31 CH 921,2023-08-01,TWL184,Maximal,Hyster Aust,A921,'',AUD
210827,Class 5 BT,1789.2328,Level 1 (Cell) - 84 Months Telematic Communication and Access Fee,RS 45-31 CH 921,2023-08-01,TCL184,Maximal,Hyster Aust,A921,'',AUD
210828,Class 5 BT,3238.433,'84 Months Telematic Communication and Access Fee',RS 45-31 CH 921,2023-08-01,TWL284,Maximal,Hyster Aust,A921,'',AUD
210829,Class 5 BT,3205.7088,Level 2 (Cell) - 84 Months Telematic Communication and Access Fee,RS 45-31 CH 921,2023-08-01,TCL284,Maximal,Hyster Aust,A921,'',AUD
210830,Class 5 BT,4669.3686,'84 Months Telematic Communication and Access Fee',RS 45-31 CH 921,2023-08-01,TWL384,Maximal,Hyster Aust,A921,'',AUD
210831,Class 5 BT,4622.1848,Level 3 (Cell) - 84 Months Telematic Communication and Access Fee,RS 45-31 CH 921,2023-08-01,TCL384,Maximal,Hyster Aust,A921,'',AUD
210832,Class 5 BT,31720.185,Drive Tires - 18.00 x 25-40 Pneumatic Continental E3 Bias,RS 45-31 CH 921,2023-08-01,DT18E3,Maximal,Hyster Aust,A921,'',AUD
210833,Class 5 BT,21040.425,Drive Tires - 18.00 x 25-40 Pneumatic Continental E4 Bias,RS 45-31 CH 921,2023-08-01,DT18E4,Maximal,Hyster Aust,A921,'',AUD
210834,Class 5 BT,0.0,Drive Tires - 18.00 x 25-40 Pneumatic Advance Bias,RS 45-31 CH 921,2023-08-01,DT18AD,Maximal,Hyster Aust,A921,'',AUD
210835,Class 5 BT,31720.185,Steer Tires - 18.00 x 25-40 Pneumatic Continental E3 Bias,RS 45-31 CH 921,2023-08-01,ST18E3,Maximal,Hyster Aust,A921,'',AUD
210836,Class 5 BT,21040.425,Steer Tires - 18.00 x 25-40 Pneumatic Continental E4 Bias,RS 45-31 CH 921,2023-08-01,ST18E4,Maximal,Hyster Aust,A921,'',AUD
210837,Class 5 BT,0.0,Steer Tires - 18.00 x 25-40 Pneumatic Advance Bias,RS 45-31 CH 921,2023-08-01,ST18AD,Maximal,Hyster Aust,A921,'',AUD
210838,Class 5 BT,19212.8475,Spare Wheel: 18.00 x 25-40 Pneumatic Continental E3 Bias,RS 45-31 CH 921,2023-08-01,SP18E3,Maximal,Hyster Aust,A921,'',AUD
210839,Class 5 BT,21040.425,Spare Wheel: 18.00 x 25-40 Pneumatic Continental E4 Bias,RS 45-31 CH 921,2023-08-01,SP18E4,Maximal,Hyster Aust,A921,'',AUD
210840,Class 5 BT,13926.15,Spare Wheel: 18.00 x 25-40 Pneumatic Advance Bias,RS 45-31 CH 921,2023-08-01,SP18AD,Maximal,Hyster Aust,A921,'',AUD
210841,Class 5 BT,0.0,'12 month warranty',RS 45-31 CH 921,2023-08-01,WAP12A,Maximal,Hyster Aust,A921,'',AUD
210842,Class 5 BT,-5849.6865,Manual Sliding Cab (Option),RS 45-31 CH 921,2023-08-01,MSLCAB,Maximal,Hyster Aust,A921,'',AUD
210843,Class 5 BT,0.0,Cummins QSL 9L Tier 3 / Stage III Diesel Engine: Rated Power 304hp (227kW) @ 2000 rpm - Peak Power 331hp (247kW) @1500 rpm,RS 45-27 CH 921,2023-08-01,CQSL9D,Maximal,Hyster Aust,A921,'',AUD
210844,Class 5 BT,0.0,SOH TE-27 4-Speed Transmission with 4 Speeds Forward and 4 Speeds Reverse,RS 45-27 CH 921,2023-08-01,TRTE27,Maximal,Hyster Aust,A921,'',AUD
210845,Class 5 BT,0.0,Oil-immersed Wet Disc Brakes,RS 45-27 CH 921,2023-08-01,DAWBE3,Maximal,Hyster Aust,A921,'',AUD
210846,Class 5 BT,0.0,Steer Axle with Full Stroke for tight turning radius,RS 45-27 CH 921,2023-08-01,SAFSTR,Maximal,Hyster Aust,A921,'',AUD
210847,Class 5 BT,0.0,Steer Axle with Reduced Stroke for longer tire life,RS 45-27 CH 921,2023-08-01,SARSLT,Maximal,Hyster Aust,A921,'',AUD
210848,Class 5 BT,0.0,Fuel Cap - Non-lockable,RS 45-27 CH 921,2023-08-01,ACFCNL,Maximal,Hyster Aust,A921,'',AUD
210849,Class 5 BT,0.0,Fuel Cap - Lockable,RS 45-27 CH 921,2023-08-01,ACFCLO,Maximal,Hyster Aust,A921,'',AUD
210850,Class 5 BT,0.0,Unconditional Travel Speed Limiter pre-set to 16km/h,RS 45-27 CH 921,2023-08-01,SPC011,Maximal,Hyster Aust,A921,'',AUD
210851,Class 5 BT,0.0,Unconditional Travel Speed Limiter pre-set to 20km/h,RS 45-27 CH 921,2023-08-01,SPC012,Maximal,Hyster Aust,A921,'',AUD
210852,Class 5 BT,0.0,Conditional Travel Speed Limiter on Twistlock Closed Condition pre-set to 20km/h - Adjustable,RS 45-27 CH 921,2023-08-01,TSL12A,Maximal,Hyster Aust,A921,'',AUD
210853,Class 5 BT,0.0,Empty Seat Engine Shutdown,RS 45-27 CH 921,2023-08-01,SDESTA,Maximal,Hyster Aust,A921,'',AUD
210854,Class 5 BT,0.0,Hydraulic System Temperature Protection with Performance De-rate,RS 45-27 CH 921,2023-08-01,HTPHSD,Maximal,Hyster Aust,A921,'',AUD
210855,Class 5 BT,0.0,'2-Stage Telescoping Boom',RS 45-27 CH 921,2023-08-01,BOOMEX,Maximal,Hyster Aust,A921,'',AUD
210856,Class 5 BT,49044.429,Powered Pile Slope,RS 45-27 CH 921,2023-08-01,POPISL,Maximal,Hyster Aust,A921,'',AUD
210857,Class 5 BT,8655.8955,Powered Dampening Cylinder System to Minimize Swinging of Spreader,RS 45-27 CH 921,2023-08-01,POWERD,Maximal,Hyster Aust,A921,'',AUD
210858,Class 5 BT,13.2962,'Special Colour Spreader, replace Black by 1 colour',RS 45-27 CH 921,2023-08-01,SPSCB1,Maximal,Hyster Aust,A921,'',AUD
210859,Class 5 BT,3215.696,Spreader Guides located at end of Spreader End Beams,RS 45-27 CH 921,2023-08-01,BSPGTN,Maximal,Hyster Aust,A921,'',AUD
210860,Class 5 BT,9339.96,Heavy Duty Inset Spreader Guides located 506mm inwards from the center of the Spreader End Beams,RS 45-27 CH 921,2023-08-01,BSPGTW,Maximal,Hyster Aust,A921,'',AUD
210861,Class 5 BT,11275.9185,'4 Lifting Eyes Located under Center Beam of Spreader',RS 45-27 CH 921,2023-08-01,'4LEMS1',Maximal,Hyster Aust,A921,'',AUD
210862,Class 5 BT,525.0,'2 LED Work Lights mounted on the Spreader',RS 45-27 CH 921,2023-08-01,'2WLMSL',Maximal,Hyster Aust,A921,'',AUD
210863,Class 5 BT,0.0,LED Twistlock Indicator Lights on Spreader (Twistlock indication inside cab is part of the digital operator display).,RS 45-27 CH 921,2023-08-01,LINLED,Maximal,Hyster Aust,A921,'',AUD
210864,Class 5 BT,0.0,'230cc Pump',RS 45-27 CH 921,2023-08-01,SHP230,Maximal,Hyster Aust,A921,'',AUD
210865,Class 5 BT,2316.9539,'260cc Pump',RS 45-27 CH 921,2023-08-01,HHP260,Maximal,Hyster Aust,A921,'',AUD
210866,Class 5 BT,0.0,Joystick Hydraulic Controls,RS 45-27 CH 921,2023-08-01,HCJSEC,Maximal,Hyster Aust,A921,'',AUD
210867,Class 5 BT,0.0,'High Speed Hoist when Load is less than 10,000 kg',RS 45-27 CH 921,2023-08-01,HPHL10,Maximal,Hyster Aust,A921,'',AUD
210868,Class 5 BT,31720.185,Pneumatic Bias Ply Drive Tyres - Continental CraneMaster E3 / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,D18PE3,Maximal,Hyster Aust,A921,'',AUD
210869,Class 5 BT,42685.65,Pneumatic Bias Ply E4 Drive Tyres / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,D18PE4,Maximal,Hyster Aust,A921,'',AUD
210870,Class 5 BT,121245.705,Pneumatic Bias Ply Slick Drive Tyres - Bridgestone STMS / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,DT12BA,Maximal,Hyster Aust,A921,'',AUD
210871,Class 5 BT,174428.037,Pneumatic Radial Slick Drive Tyres - Goodyear EV-5S / 18.00-R25,RS 45-27 CH 921,2023-08-01,DT1R2G,Maximal,Hyster Aust,A921,'',AUD
210872,Class 5 BT,73271.142,Pneumatic Bias Ply Drive Tyres - Goodyear ELV-4B / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,D18GYS,Maximal,Hyster Aust,A921,'',AUD
210873,Class 5 BT,0.0,Pneumatic Bias Ply Steer Tyres - Continental CraneMaster E3 / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,S18PE3,Maximal,Hyster Aust,A921,'',AUD
210874,Class 5 BT,0.0,Pneumatic Bias Ply E4 Steer Tyres / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,S18PE4,Maximal,Hyster Aust,A921,'',AUD
210875,Class 5 BT,0.0,Pneumatic Radial Slick Steer Tyres - Goodyear EV-4S / 18.00-R25,RS 45-27 CH 921,2023-08-01,ST1R2G,Maximal,Hyster Aust,A921,'',AUD
210876,Class 5 BT,0.0,Pneumatic Bias Ply Steer Tyres - Goodyear ELV-4B / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,S18GYS,Maximal,Hyster Aust,A921,'',AUD
210877,Class 5 BT,0.0,Wheel Nut Protection Ring on Steer Axle,RS 45-27 CH 921,2023-08-01,SWLUPR,Maximal,Hyster Aust,A921,'',AUD
210878,Class 5 BT,-8923.2125,Enclosed Cabin without Air Conditioning,RS 45-27 CH 921,2023-08-01,FSCWOA,Maximal,Hyster Aust,A921,'',AUD
210879,Class 5 BT,0.0,Enclosed Cab with Air Conditioning,RS 45-27 CH 921,2023-08-01,CAB042,Maximal,Hyster Aust,A921,'',AUD
210880,Class 5 BT,0.0,Powered Partial Sliding Cab up to 1.2m from the rear position (Std),RS 45-27 CH 921,2023-08-01,PPSLCA,Maximal,Hyster Aust,A921,'',AUD
210881,Class 5 BT,344.1708,Reading Light,RS 45-27 CH 921,2023-08-01,AC0064,Maximal,Hyster Aust,A921,'',AUD
210882,Class 5 BT,1269.184,Sun Roller Screens for Rear and Top Window,RS 45-27 CH 921,2023-08-01,AC0079,Maximal,Hyster Aust,A921,'',AUD
210883,Class 5 BT,2075.8503,Trainer Seat,RS 45-27 CH 921,2023-08-01,AC0081,Maximal,Hyster Aust,A921,'',AUD
210884,Class 5 BT,817.4251,Recirculation Fan,RS 45-27 CH 921,2023-08-01,AC0069,Maximal,Hyster Aust,A921,'',AUD
210885,Class 5 BT,688.3638,'Radio Preparation Kit - includes 12V Pre-wiring, 2 Speakers, and Antenna',RS 45-27 CH 921,2023-08-01,AC0060,Maximal,Hyster Aust,A921,'',AUD
210886,Class 5 BT,0.0,I-Type Single Blade Wiper on Front Window,RS 45-27 CH 921,2023-08-01,AC0074,Maximal,Hyster Aust,A921,'',AUD
210887,Class 5 BT,-326.8637,Mechanical Full Suspension Cloth Seat,RS 45-27 CH 921,2023-08-01,SMSCLO,Maximal,Hyster Aust,A921,'',AUD
210888,Class 5 BT,-323.5396,Mechanical Full Suspension Vinyl Seat,RS 45-27 CH 921,2023-08-01,SMSVIN,Maximal,Hyster Aust,A921,'',AUD
210889,Class 5 BT,0.0,Mechanical Full Suspension Cloth Seat with High Backrest,RS 45-27 CH 921,2023-08-01,SMSCHB,Maximal,Hyster Aust,A921,'',AUD
210890,Class 5 BT,1598.3967,Deluxe Air Ride Full Suspension Vinyl Seat with High Backrest,RS 45-27 CH 921,2023-08-01,SDAFHV,Maximal,Hyster Aust,A921,'',AUD
210891,Class 5 BT,1437.7349,Deluxe Air Ride Full Suspension Cloth Seat with High Backrest,RS 45-27 CH 921,2023-08-01,SDASCL,Maximal,Hyster Aust,A921,'',AUD
210892,Class 5 BT,3238.787,Deluxe Air Ride Full Suspension Cloth Seat with Heated Cushion and High Backrest,RS 45-27 CH 921,2023-08-01,SDASCH,Maximal,Hyster Aust,A921,'',AUD
210893,Class 5 BT,0.0,Seatbelt - 2-Point High-Visibility,RS 45-27 CH 921,2023-08-01,SBHVR2,Maximal,Hyster Aust,A921,'',AUD
210894,Class 5 BT,643.5669,Seatbelt - 3-Point High-Visibility,RS 45-27 CH 921,2023-08-01,SBHVR3,Maximal,Hyster Aust,A921,'',AUD
210895,Class 5 BT,11198.691,Automatic Greasing System for Base Truck and Outer Boom,RS 45-27 CH 921,2023-08-01,AGBTOB,Maximal,Hyster Aust,A921,'',AUD
210896,Class 5 BT,0.0,'2 External Mirrors mounted on Rear of Front Fenders',RS 45-27 CH 921,2023-08-01,MI2EFF,Maximal,Hyster Aust,A921,'',AUD
210897,Class 5 BT,597.252,'4 HP LED Work Lights on Front Boom / 2 HP LED Work Lights on Rear Boom / 4 HP LED Drive Lights on Front Fenders / 2 LED Rearward Cluster with Stop, Tail and Reverse Lights / Directional Lights on Front Fender and Rear Cluster',RS 45-27 CH 921,2023-08-01,L42LED,Maximal,Hyster Aust,A921,'',AUD
210898,Class 5 BT,597.252,'4 HP LED Work Lights on Front Boom / 2 HP LED Work Lights on Rear Boom / 4 LED Drive Lights on Front Fenders / 1 LED Engine Comp Light / 2 LED Rearward Cluster with Stop, Tail and Reverse Lights / Directional Lights on Front Fender and Rear Cluster',RS 45-27 CH 921,2023-08-01,L44LED,Maximal,Hyster Aust,A921,'',AUD
210899,Class 5 BT,0.0,Amber Strobe Light - Ignition and Switch Activated,RS 45-27 CH 921,2023-08-01,SLISAC,Maximal,Hyster Aust,A921,'',AUD
210900,Class 5 BT,0.0,Audible Alarm - Reverse Direction Activated - Self-Adjusting 82-102 dB(A),RS 45-27 CH 921,2023-08-01,ALAAUD,Maximal,Hyster Aust,A921,'',AUD
210901,Class 5 BT,0.0,'24-12V DC Converter',RS 45-27 CH 921,2023-08-01,P2412A,Maximal,Hyster Aust,A921,'',AUD
210902,Class 5 BT,0.0,English Literature Pack,RS 45-27 CH 921,2023-08-01,LITPEN,Maximal,Hyster Aust,A921,'',AUD
210903,Class 5 BT,0.0,Chinese Literature Pack and Labels,RS 45-27 CH 921,2023-08-01,LITPCH,Maximal,Hyster Aust,A921,'',AUD
210904,Class 5 BT,0.0,Spreader Removal,RS 45-27 CH 921,2023-08-01,SPRDRM,Maximal,Hyster Aust,A921,'',AUD
210905,Class 5 BT,1084.8107,Boom and Spreader Removed for Shipping,RS 45-27 CH 921,2023-08-01,BOSPRM,Maximal,Hyster Aust,A921,'',AUD
210906,Class 5 BT,8697.1225,'Counterweight, Boom and Spreader Removed for Shipping',RS 45-27 CH 921,2023-08-01,CWBSRM,Maximal,Hyster Aust,A921,'',AUD
210907,Class 5 BT,0.0,No Removal for Shipping,RS 45-27 CH 921,2023-08-01,NONREM,Maximal,Hyster Aust,A921,'',AUD
210908,Class 5 BT,0.0,Fees & Surcharges,RS 45-27 CH 921,2023-08-01,A921,Maximal,Hyster Aust,A921,'',AUD
210909,Class 5 BT,-40.9965,Keyswitch Start,RS 45-27 CH 921,2023-08-01,SSKEIA,Maximal,Hyster Aust,A921,'',AUD
210910,Class 5 BT,0.0,Heavy Duty Air Intake with Precleaner,RS 45-27 CH 921,2023-08-01,AIHWPC,Maximal,Hyster Aust,A921,'',AUD
210911,Class 5 BT,0.0,Lockable Battery Disconnect Switch,RS 45-27 CH 921,2023-08-01,BADISL,Maximal,Hyster Aust,A921,'',AUD
210912,Class 5 BT,0.0,HysterÂ® 817 20-40ft Telescopic Spreader,RS 45-27 CH 921,2023-08-01,SPT24B,Maximal,Hyster Aust,A921,'',AUD
210913,Class 5 BT,33974.6925,Automatic Greasing System for 817 Spreader and Inner Boom (Mechanical Pile Slope),RS 45-27 CH 921,2023-08-01,AGSIBM,Maximal,Hyster Aust,A921,'',AUD
210914,Class 5 BT,0.0,Engine Start with Interlock on Seatbelt,RS 45-27 CH 921,2023-08-01,KSSWIA,Maximal,Hyster Aust,A921,'',AUD
210915,Class 5 BT,0.0,Park Brake â€“ Manual,RS 45-27 CH 921,2023-08-01,PBMANL,Maximal,Hyster Aust,A921,'',AUD
210916,Class 5 BT,0.0,Hyster Tracker Wireless Monitoring with Cellular connectivity - GSM,RS 45-27 CH 921,2023-08-01,HMGSMN,Maximal,Hyster Aust,A921,'',AUD
210917,Class 5 BT,0.0,Pneumatic Bias Ply Slick Steer Tyres - Bridgestone STMS / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,ST12BA,Maximal,Hyster Aust,A921,'',AUD
210918,Class 5 BT,0.0,French Literature Pack,RS 45-27 CH 921,2023-08-01,LITPFR,Maximal,Hyster Aust,A921,'',AUD
210919,Class 5 BT,0.0,CE Certification,RS 45-27 CH 921,2023-08-01,CECERT,Maximal,Hyster Aust,A921,'',AUD
210920,Class 5 BT,1043.7191,GPS Motion charges - Bread-Crumbing â€“ (3 Years),RS 45-27 CH 921,2023-08-01,BCGMO3,Maximal,Hyster Aust,A921,'',AUD
210921,Class 5 BT,1416.476,GPS Motion charges - Bread-Crumbing â€“ (4 Years),RS 45-27 CH 921,2023-08-01,BCGMO4,Maximal,Hyster Aust,A921,'',AUD
210922,Class 5 BT,1789.2328,GPS Motion charges - Bread-Crumbing â€“ (5 Years),RS 45-27 CH 921,2023-08-01,BCGMO5,Maximal,Hyster Aust,A921,'',AUD
210923,Class 5 BT,2161.9897,GPS Motion charges - Bread-Crumbing â€“ (6 Years),RS 45-27 CH 921,2023-08-01,BCGMO6,Maximal,Hyster Aust,A921,'',AUD
210924,Class 5 BT,2509.896,GPS Motion charges - Bread-Crumbing â€“ (7 Years),RS 45-27 CH 921,2023-08-01,BCGMO7,Maximal,Hyster Aust,A921,'',AUD
210925,Class 5 BT,1043.7191,Fleet Management Charge,RS 45-27 CH 921,2023-08-01,FTMGCH,Maximal,Hyster Aust,A921,'',AUD
210926,Class 5 BT,-7.7561,Mechanical Full Suspension Vinyl Seat with High Backrest,RS 45-27 CH 921,2023-08-01,SMSVHB,Maximal,Hyster Aust,A921,'',AUD
210927,Class 5 BT,0.0,Key Switch Start with Interlock (Australia),RS 45-27 CH 921,2023-08-01,AKSSWI,Maximal,Hyster Aust,A921,'',AUD
210928,Class 5 BT,43430.331,Pneumatic Radial Slick Spare Drive Wheel - Goodyear EV-5S / 18.00-R25,RS 45-27 CH 921,2023-08-01,DTS1R2,Maximal,Hyster Aust,A921,'',AUD
210929,Class 5 BT,42131.8065,Pneumatic Radial Slick Spare Steer Wheel - Goodyear EV-4S / 18.00-R25,RS 45-27 CH 921,2023-08-01,STS1R2,Maximal,Hyster Aust,A921,'',AUD
210930,Class 5 BT,34133.7675,Pneumatic Bias Ply Slick Spare Wheel - Bridgestone STMS / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,DTS12S,Maximal,Hyster Aust,A921,'',AUD
210931,Class 5 BT,26138.007,Pneumatic Bias Ply Spare Wheel - Goodyear ELV-4B / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,DS18GY,Maximal,Hyster Aust,A921,'',AUD
210932,Class 5 BT,19212.8475,Pneumatic Bias Ply Spare Wheel - Continental CraneMaster E3 / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,DS18P3,Maximal,Hyster Aust,A921,'',AUD
210933,Class 5 BT,21040.425,Pneumatic Bias Ply Spare Wheel - Continental ContainerMaster E4 / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,DS18P4,Maximal,Hyster Aust,A921,'',AUD
210934,Class 5 BT,614.9469,Hyster Tracker Wireless Access HID Prox Card Reader,RS 45-27 CH 921,2023-08-01,HAHIDN,Maximal,Hyster Aust,A921,'',AUD
210935,Class 5 BT,1145.6849,Hyster Tracker Wireless Access iClass MiFare Prox Card Reader,RS 45-27 CH 921,2023-08-01,HAICLN,Maximal,Hyster Aust,A921,'',AUD
210936,Class 5 BT,703.5879,Hyster Tracker Wireless Access ISO Prox Card Reader,RS 45-27 CH 921,2023-08-01,HAISON,Maximal,Hyster Aust,A921,'',AUD
